image_filename,category,bottle_type,durability_score,chemical_safety_score,ergonomics_score
00001985.jpg,Beer Bottles,beer_bottles,7,6,7
00001402.jpg,Beer Bottles,beer_bottles,6,7,8
00004038.jpg,Beer Bottles,beer_bottles,5,7,8
00000942.jpg,Beer Bottles,beer_bottles,5,8,8
00000583.jpg,Wine Bottle,wine_bottle,7,9,8
00003745.jpg,Soda Bottle,soda_bottle,7,9,8
00001423.jpg,Water Bottle,water_bottle,6,9,9
00001664.jpg,Water Bottle,water_bottle,8,9,6
00001642.jpg,Wine Bottle,wine_bottle,9,6,8
00001837.jpg,Soda Bottle,soda_bottle,6,6,8
00000288.jpg,Beer Bottles,beer_bottles,6,7,9
00000176.jpg,Plastic Bottles,plastic_bottles,8,9,9
00000679.jpg,Soda Bottle,soda_bottle,7,6,9
00004794.jpg,Beer Bottles,beer_bottles,9,9,7
00004698.jpg,Water Bottle,water_bottle,7,6,9
00004112.jpg,Water Bottle,water_bottle,9,8,8
00002583.jpg,Plastic Bottles,plastic_bottles,5,9,9
00003673.jpg,Wine Bottle,wine_bottle,5,9,8
00001864.jpg,Water Bottle,water_bottle,8,9,8
00000152.jpg,Water Bottle,water_bottle,6,7,9
00003957.jpg,Beer Bottles,beer_bottles,5,6,8
00002578.jpg,Soda Bottle,soda_bottle,9,6,6
00002225.jpg,Wine Bottle,wine_bottle,6,9,8
00002625.jpg,Plastic Bottles,plastic_bottles,5,7,8
00003439.jpg,Plastic Bottles,plastic_bottles,5,7,7
00000076.jpg,Water Bottle,water_bottle,7,9,6
00001265.jpg,Wine Bottle,wine_bottle,5,9,6
00004161.jpg,Wine Bottle,wine_bottle,5,8,6
00002665.jpg,Wine Bottle,wine_bottle,7,6,9
00002004.jpg,Soda Bottle,soda_bottle,9,6,8
00004808.jpg,Water Bottle,water_bottle,6,9,7
00004797.jpg,Soda Bottle,soda_bottle,8,7,6
00004616.jpg,Plastic Bottles,plastic_bottles,8,9,9
00002979.jpg,Soda Bottle,soda_bottle,8,8,8
00000285.jpg,Water Bottle,water_bottle,8,9,8
00000173.jpg,Water Bottle,water_bottle,9,7,6
00003155.jpg,Wine Bottle,wine_bottle,8,6,8
00004164.jpg,Soda Bottle,soda_bottle,7,7,8
00001913.jpg,Plastic Bottles,plastic_bottles,7,7,7
00000744.jpg,Beer Bottles,beer_bottles,9,9,8
00001976.jpg,Soda Bottle,soda_bottle,8,9,7
00002329.jpg,Wine Bottle,wine_bottle,9,9,8
00004232.jpg,Water Bottle,water_bottle,9,8,8
00004669.jpg,Beer Bottles,beer_bottles,9,9,6
00000338.jpg,Soda Bottle,soda_bottle,8,8,8
00004152.jpg,Water Bottle,water_bottle,6,8,6
00003487.jpg,Plastic Bottles,plastic_bottles,5,6,6
00004124.jpg,Plastic Bottles,plastic_bottles,7,9,8
00004482.jpg,Wine Bottle,wine_bottle,9,7,7
00003172.jpg,Soda Bottle,soda_bottle,5,8,8
00002301.jpg,Beer Bottles,beer_bottles,8,6,6
00000230.jpg,Soda Bottle,soda_bottle,8,8,9
00004270.jpg,Wine Bottle,wine_bottle,6,6,7
00000846.jpg,Wine Bottle,wine_bottle,6,8,8
00002400.jpg,Wine Bottle,wine_bottle,5,6,8
00002460.jpg,Water Bottle,water_bottle,5,8,7
00002271.jpg,Soda Bottle,soda_bottle,7,6,6
00004692.jpg,Plastic Bottles,plastic_bottles,8,9,6
00002424.jpg,Wine Bottle,wine_bottle,8,6,8
00001275.jpg,Plastic Bottles,plastic_bottles,9,9,8
00003248.jpg,Soda Bottle,soda_bottle,5,9,7
00004801.jpg,Wine Bottle,wine_bottle,6,9,8
00004922.jpg,Wine Bottle,wine_bottle,9,8,7
00001427.jpg,Plastic Bottles,plastic_bottles,7,9,9
00002872.jpg,Plastic Bottles,plastic_bottles,5,6,8
00004802.jpg,Water Bottle,water_bottle,9,9,7
00000727.jpg,Soda Bottle,soda_bottle,7,8,6
00002853.jpg,Soda Bottle,soda_bottle,7,8,9
00004791.jpg,Plastic Bottles,plastic_bottles,5,6,7
00001834.jpg,Plastic Bottles,plastic_bottles,6,6,8
00002486.jpg,Plastic Bottles,plastic_bottles,8,9,8
00004249.jpg,Water Bottle,water_bottle,8,6,7
00001857.jpg,Wine Bottle,wine_bottle,6,7,8
00000747.jpg,Plastic Bottles,plastic_bottles,7,9,8
00003643.jpg,Plastic Bottles,plastic_bottles,6,7,6
00000223.jpg,Wine Bottle,wine_bottle,8,6,7
00000488.jpg,Plastic Bottles,plastic_bottles,6,9,8
00000697.jpg,Wine Bottle,wine_bottle,8,6,7
00000399.jpg,Beer Bottles,beer_bottles,5,7,7
00004966.jpg,Beer Bottles,beer_bottles,9,7,8
00001777.jpg,Water Bottle,water_bottle,7,8,6
00000842.jpg,Soda Bottle,soda_bottle,7,9,9
00000958.jpg,Water Bottle,water_bottle,9,6,6
00000350.jpg,Plastic Bottles,plastic_bottles,8,7,7
00001221.jpg,Plastic Bottles,plastic_bottles,6,7,7
00000128.jpg,Beer Bottles,beer_bottles,5,9,8
00004582.jpg,Soda Bottle,soda_bottle,8,6,8
00002884.jpg,Plastic Bottles,plastic_bottles,8,9,8
00004005.jpg,Wine Bottle,wine_bottle,9,8,7
00002735.jpg,Wine Bottle,wine_bottle,5,6,6
00003574.jpg,Beer Bottles,beer_bottles,9,6,8
00000281.jpg,Beer Bottles,beer_bottles,6,9,8
00001471.jpg,Water Bottle,water_bottle,8,6,6
00000976.jpg,Beer Bottles,beer_bottles,6,8,7
00004591.jpg,Water Bottle,water_bottle,6,9,9
00001557.jpg,Water Bottle,water_bottle,7,8,9
00002967.jpg,Wine Bottle,wine_bottle,7,6,8
00001100.jpg,Plastic Bottles,plastic_bottles,8,9,6
00001949.jpg,Soda Bottle,soda_bottle,9,8,6
00004424.jpg,Beer Bottles,beer_bottles,8,9,9
00004883.jpg,Soda Bottle,soda_bottle,6,9,8
00003889.jpg,Soda Bottle,soda_bottle,7,6,7
00002493.jpg,Beer Bottles,beer_bottles,7,6,6
00001036.jpg,Soda Bottle,soda_bottle,5,6,7
00000523.jpg,Plastic Bottles,plastic_bottles,8,9,8
00002269.jpg,Beer Bottles,beer_bottles,8,9,7
00001204.jpg,Wine Bottle,wine_bottle,6,6,9
00001071.jpg,Soda Bottle,soda_bottle,5,8,8
00000913.jpg,Soda Bottle,soda_bottle,8,8,8
00000413.jpg,Water Bottle,water_bottle,7,9,8
00003523.jpg,Beer Bottles,beer_bottles,8,6,8
00004491.jpg,Plastic Bottles,plastic_bottles,6,7,8
00004310.jpg,Beer Bottles,beer_bottles,6,9,7
00003463.jpg,Plastic Bottles,plastic_bottles,7,9,8
00002819.jpg,Wine Bottle,wine_bottle,7,6,8
00002079.jpg,Plastic Bottles,plastic_bottles,8,8,6
00003012.jpg,Water Bottle,water_bottle,9,9,6
00000120.jpg,Wine Bottle,wine_bottle,6,6,8
00002444.jpg,Plastic Bottles,plastic_bottles,5,6,7
00002673.jpg,Soda Bottle,soda_bottle,5,6,8
00002329.jpg,Water Bottle,water_bottle,9,9,6
00001612.jpg,Soda Bottle,soda_bottle,8,9,8
00004537.jpg,Wine Bottle,wine_bottle,9,9,6
00000930.jpg,Plastic Bottles,plastic_bottles,8,7,8
00001177.jpg,Wine Bottle,wine_bottle,7,9,7
00004683.jpg,Water Bottle,water_bottle,7,9,7
00000018.jpg,Wine Bottle,wine_bottle,8,9,9
00004121.jpg,Beer Bottles,beer_bottles,9,8,7
00000719.jpg,Water Bottle,water_bottle,9,9,6
00003711.jpg,Beer Bottles,beer_bottles,5,9,8
00004287.jpg,Beer Bottles,beer_bottles,9,9,7
00004958.jpg,Beer Bottles,beer_bottles,5,9,6
00002714.jpg,Water Bottle,water_bottle,6,6,8
00000683.jpg,Wine Bottle,wine_bottle,9,7,8
00004176.jpg,Plastic Bottles,plastic_bottles,8,9,7
00000497.jpg,Beer Bottles,beer_bottles,5,7,6
00004012.jpg,Beer Bottles,beer_bottles,7,7,8
00000401.jpg,Soda Bottle,soda_bottle,8,6,8
00000090.jpg,Soda Bottle,soda_bottle,7,9,7
00004464.jpg,Soda Bottle,soda_bottle,7,8,7
00002151.jpg,Water Bottle,water_bottle,6,9,7
00002064.jpg,Beer Bottles,beer_bottles,6,8,6
00002346.jpg,Soda Bottle,soda_bottle,5,9,7
00003125.jpg,Water Bottle,water_bottle,9,9,8
00000065.jpg,Plastic Bottles,plastic_bottles,5,7,8
00003123.jpg,Plastic Bottles,plastic_bottles,8,9,9
00001317.jpg,Soda Bottle,soda_bottle,5,6,8
00003653.jpg,Soda Bottle,soda_bottle,9,7,9
00001640.jpg,Water Bottle,water_bottle,6,8,9
00003906.jpg,Soda Bottle,soda_bottle,6,9,9
00001549.jpg,Soda Bottle,soda_bottle,7,9,9
00004483.jpg,Water Bottle,water_bottle,7,6,6
00000996.jpg,Plastic Bottles,plastic_bottles,8,6,6
00003739.jpg,Water Bottle,water_bottle,9,8,7
00004679.jpg,Plastic Bottles,plastic_bottles,7,9,9
00004193.jpg,Plastic Bottles,plastic_bottles,9,9,7
00000817.jpg,Beer Bottles,beer_bottles,8,7,6
00002981.jpg,Wine Bottle,wine_bottle,8,9,8
00000221.jpg,Soda Bottle,soda_bottle,9,7,9
00002654.jpg,Beer Bottles,beer_bottles,7,6,9
00001976.jpg,Plastic Bottles,plastic_bottles,6,6,7
00004550.jpg,Beer Bottles,beer_bottles,8,6,9
00000115.jpg,Soda Bottle,soda_bottle,7,7,8
00000446.jpg,Wine Bottle,wine_bottle,7,7,9
00002518.jpg,Wine Bottle,wine_bottle,7,8,9
00001355.jpg,Water Bottle,water_bottle,8,8,6
00000508.jpg,Wine Bottle,wine_bottle,8,9,6
00004644.jpg,Soda Bottle,soda_bottle,6,7,8
00000019.jpg,Plastic Bottles,plastic_bottles,7,8,9
00001468.jpg,Plastic Bottles,plastic_bottles,7,8,9
00000172.jpg,Plastic Bottles,plastic_bottles,9,6,9
00000875.jpg,Soda Bottle,soda_bottle,9,8,8
00002153.jpg,Water Bottle,water_bottle,9,8,8
00002057.jpg,Water Bottle,water_bottle,8,9,7
00003858.jpg,Beer Bottles,beer_bottles,5,7,8
00001092.jpg,Beer Bottles,beer_bottles,9,6,7
00003548.jpg,Soda Bottle,soda_bottle,8,7,8
00004049.jpg,Water Bottle,water_bottle,5,9,6
00004963.jpg,Plastic Bottles,plastic_bottles,7,7,6
00001309.jpg,Soda Bottle,soda_bottle,8,6,6
00000579.jpg,Plastic Bottles,plastic_bottles,9,9,7
00003047.jpg,Beer Bottles,beer_bottles,6,9,6
00001973.jpg,Plastic Bottles,plastic_bottles,7,9,8
00003022.jpg,Plastic Bottles,plastic_bottles,6,9,8
00003291.jpg,Water Bottle,water_bottle,7,6,8
00004036.jpg,Beer Bottles,beer_bottles,9,8,8
00002943.jpg,Soda Bottle,soda_bottle,6,9,6
00000764.jpg,Plastic Bottles,plastic_bottles,9,6,7
00003813.jpg,Water Bottle,water_bottle,7,6,8
00001187.jpg,Water Bottle,water_bottle,5,7,8
00001029.jpg,Water Bottle,water_bottle,7,9,7
00002024.jpg,Soda Bottle,soda_bottle,6,6,8
00002207.jpg,Wine Bottle,wine_bottle,9,7,8
00001520.jpg,Wine Bottle,wine_bottle,8,7,9
00003753.jpg,Wine Bottle,wine_bottle,9,6,9
00004616.jpg,Beer Bottles,beer_bottles,8,6,9
00004619.jpg,Water Bottle,water_bottle,8,9,7
00000111.jpg,Soda Bottle,soda_bottle,6,9,7
00003030.jpg,Plastic Bottles,plastic_bottles,7,7,7
00000033.jpg,Wine Bottle,wine_bottle,8,7,9
00001094.jpg,Water Bottle,water_bottle,8,9,8
00004029.jpg,Plastic Bottles,plastic_bottles,9,8,7
00002461.jpg,Plastic Bottles,plastic_bottles,5,6,8
00002984.jpg,Water Bottle,water_bottle,8,9,8
00002297.jpg,Beer Bottles,beer_bottles,7,8,6
00000068.jpg,Plastic Bottles,plastic_bottles,6,7,9
00003007.jpg,Water Bottle,water_bottle,7,6,8
00004683.jpg,Plastic Bottles,plastic_bottles,7,8,7
00004026.jpg,Soda Bottle,soda_bottle,7,9,7
00002372.jpg,Beer Bottles,beer_bottles,7,6,9
00002444.jpg,Wine Bottle,wine_bottle,6,7,8
00004644.jpg,Wine Bottle,wine_bottle,5,8,6
00002820.jpg,Plastic Bottles,plastic_bottles,8,6,8
00002262.jpg,Soda Bottle,soda_bottle,7,7,7
00002336.jpg,Water Bottle,water_bottle,6,8,8
00002119.jpg,Beer Bottles,beer_bottles,8,7,8
00002840.jpg,Plastic Bottles,plastic_bottles,7,9,8
00000846.jpg,Plastic Bottles,plastic_bottles,6,6,7
00003400.jpg,Wine Bottle,wine_bottle,6,9,8
00004952.jpg,Soda Bottle,soda_bottle,6,6,8
00004310.jpg,Soda Bottle,soda_bottle,9,8,9
00001479.jpg,Plastic Bottles,plastic_bottles,7,8,7
00000486.jpg,Soda Bottle,soda_bottle,7,8,6
00001761.jpg,Soda Bottle,soda_bottle,6,8,8
00004181.jpg,Plastic Bottles,plastic_bottles,6,8,7
00000566.jpg,Beer Bottles,beer_bottles,9,9,7
00003257.jpg,Beer Bottles,beer_bottles,6,8,7
00002797.jpg,Soda Bottle,soda_bottle,8,9,8
00000292.jpg,Plastic Bottles,plastic_bottles,7,6,6
00003732.jpg,Soda Bottle,soda_bottle,6,9,8
00001801.jpg,Soda Bottle,soda_bottle,7,7,9
00000280.jpg,Water Bottle,water_bottle,5,6,8
00000353.jpg,Plastic Bottles,plastic_bottles,7,7,8
00002832.jpg,Plastic Bottles,plastic_bottles,7,9,7
00004468.jpg,Wine Bottle,wine_bottle,8,8,6
00000551.jpg,Beer Bottles,beer_bottles,9,9,8
00001680.jpg,Plastic Bottles,plastic_bottles,6,9,8
00001590.jpg,Wine Bottle,wine_bottle,5,9,7
00002309.jpg,Beer Bottles,beer_bottles,9,7,8
00002557.jpg,Plastic Bottles,plastic_bottles,5,9,8
00003098.jpg,Soda Bottle,soda_bottle,6,7,8
00002961.jpg,Wine Bottle,wine_bottle,8,9,7
00002001.jpg,Water Bottle,water_bottle,6,6,7
00003416.jpg,Soda Bottle,soda_bottle,7,8,8
00000771.jpg,Water Bottle,water_bottle,7,9,7
00000293.jpg,Soda Bottle,soda_bottle,6,9,8
00001382.jpg,Plastic Bottles,plastic_bottles,9,9,7
00002996.jpg,Wine Bottle,wine_bottle,5,9,8
00000532.jpg,Wine Bottle,wine_bottle,7,8,8
00002352.jpg,Beer Bottles,beer_bottles,9,7,6
00000142.jpg,Water Bottle,water_bottle,8,7,7
00001778.jpg,Wine Bottle,wine_bottle,5,6,7
00004786.jpg,Plastic Bottles,plastic_bottles,6,9,7
00004508.jpg,Soda Bottle,soda_bottle,8,8,6
00000111.jpg,Plastic Bottles,plastic_bottles,9,9,7
00001953.jpg,Plastic Bottles,plastic_bottles,5,9,6
00002311.jpg,Beer Bottles,beer_bottles,6,9,7
00000789.jpg,Beer Bottles,beer_bottles,8,7,8
00000004.jpg,Wine Bottle,wine_bottle,6,6,9
00003658.jpg,Beer Bottles,beer_bottles,9,9,6
00000314.jpg,Beer Bottles,beer_bottles,8,7,8
00004675.jpg,Wine Bottle,wine_bottle,6,6,7
00002728.jpg,Plastic Bottles,plastic_bottles,9,7,6
00001705.jpg,Wine Bottle,wine_bottle,7,9,7
00004613.jpg,Plastic Bottles,plastic_bottles,9,8,6
00003320.jpg,Water Bottle,water_bottle,7,9,8
00003976.jpg,Plastic Bottles,plastic_bottles,5,8,7
00000548.jpg,Water Bottle,water_bottle,9,9,8
00002027.jpg,Soda Bottle,soda_bottle,5,9,9
00003515.jpg,Wine Bottle,wine_bottle,6,9,9
00001972.jpg,Water Bottle,water_bottle,5,9,8
00001393.jpg,Plastic Bottles,plastic_bottles,8,8,6
00000915.jpg,Water Bottle,water_bottle,8,9,6
00002024.jpg,Water Bottle,water_bottle,8,9,9
00004036.jpg,Plastic Bottles,plastic_bottles,5,6,7
00003902.jpg,Soda Bottle,soda_bottle,6,8,9
00004704.jpg,Wine Bottle,wine_bottle,8,6,9
00004645.jpg,Plastic Bottles,plastic_bottles,9,9,6
00003310.jpg,Soda Bottle,soda_bottle,5,7,7
00003248.jpg,Wine Bottle,wine_bottle,7,9,7
00004011.jpg,Wine Bottle,wine_bottle,8,7,8
00003420.jpg,Water Bottle,water_bottle,6,6,6
00000218.jpg,Soda Bottle,soda_bottle,9,6,7
00004277.jpg,Plastic Bottles,plastic_bottles,8,6,8
00003482.jpg,Wine Bottle,wine_bottle,5,8,7
00004040.jpg,Soda Bottle,soda_bottle,9,6,8
00003309.jpg,Beer Bottles,beer_bottles,5,6,9
00003719.jpg,Plastic Bottles,plastic_bottles,5,7,6
00003617.jpg,Beer Bottles,beer_bottles,9,7,7
00000546.jpg,Wine Bottle,wine_bottle,8,9,8
00002026.jpg,Plastic Bottles,plastic_bottles,9,8,6
00001410.jpg,Wine Bottle,wine_bottle,6,7,6
00002147.jpg,Wine Bottle,wine_bottle,7,8,6
00002198.jpg,Wine Bottle,wine_bottle,8,9,8
00004305.jpg,Soda Bottle,soda_bottle,9,9,9
00003390.jpg,Water Bottle,water_bottle,7,8,9
00002421.jpg,Plastic Bottles,plastic_bottles,6,6,7
00001804.jpg,Wine Bottle,wine_bottle,6,8,9
00004100.jpg,Soda Bottle,soda_bottle,9,9,9
00002118.jpg,Wine Bottle,wine_bottle,7,7,7
00002229.jpg,Wine Bottle,wine_bottle,5,9,9
00003213.jpg,Beer Bottles,beer_bottles,7,7,9
00004595.jpg,Beer Bottles,beer_bottles,6,7,8
00004073.jpg,Plastic Bottles,plastic_bottles,5,7,8
00000791.jpg,Wine Bottle,wine_bottle,7,7,6
00001299.jpg,Plastic Bottles,plastic_bottles,5,8,8
00004282.jpg,Water Bottle,water_bottle,5,7,8
00000731.jpg,Wine Bottle,wine_bottle,5,9,9
00003044.jpg,Beer Bottles,beer_bottles,8,6,8
00001780.jpg,Beer Bottles,beer_bottles,9,9,8
00003633.jpg,Wine Bottle,wine_bottle,7,6,6
00000085.jpg,Plastic Bottles,plastic_bottles,7,8,8
00001363.jpg,Plastic Bottles,plastic_bottles,8,9,7
00001433.jpg,Soda Bottle,soda_bottle,8,6,6
00004168.jpg,Wine Bottle,wine_bottle,8,8,6
00001749.jpg,Soda Bottle,soda_bottle,9,8,8
00004648.jpg,Soda Bottle,soda_bottle,8,9,9
00001371.jpg,Water Bottle,water_bottle,8,9,8
00001306.jpg,Wine Bottle,wine_bottle,7,9,6
00003492.jpg,Soda Bottle,soda_bottle,6,8,7
00002193.jpg,Water Bottle,water_bottle,9,8,6
00004065.jpg,Beer Bottles,beer_bottles,7,7,6
00003828.jpg,Plastic Bottles,plastic_bottles,7,9,8
00001353.jpg,Soda Bottle,soda_bottle,8,7,6
00001065.jpg,Soda Bottle,soda_bottle,5,9,7
00000322.jpg,Beer Bottles,beer_bottles,6,6,6
00003908.jpg,Wine Bottle,wine_bottle,8,7,6
00002468.jpg,Beer Bottles,beer_bottles,7,9,9
00000862.jpg,Plastic Bottles,plastic_bottles,8,9,8
00004612.jpg,Water Bottle,water_bottle,8,6,9
00003907.jpg,Soda Bottle,soda_bottle,8,8,7
00001017.jpg,Plastic Bottles,plastic_bottles,6,7,8
00003641.jpg,Wine Bottle,wine_bottle,9,9,8
00003725.jpg,Wine Bottle,wine_bottle,6,9,8
00002257.jpg,Wine Bottle,wine_bottle,6,7,8
00003930.jpg,Beer Bottles,beer_bottles,6,9,8
00002292.jpg,Soda Bottle,soda_bottle,9,9,8
00002276.jpg,Plastic Bottles,plastic_bottles,8,8,9
00004063.jpg,Wine Bottle,wine_bottle,8,9,6
00003958.jpg,Water Bottle,water_bottle,9,6,9
00001868.jpg,Water Bottle,water_bottle,8,8,9
00000799.jpg,Water Bottle,water_bottle,7,7,9
00003231.jpg,Beer Bottles,beer_bottles,9,8,8
00002323.jpg,Soda Bottle,soda_bottle,5,7,8
00002454.jpg,Wine Bottle,wine_bottle,9,9,8
00003621.jpg,Beer Bottles,beer_bottles,7,7,9
00000748.jpg,Wine Bottle,wine_bottle,6,9,7
00004439.jpg,Soda Bottle,soda_bottle,7,8,8
00002522.jpg,Soda Bottle,soda_bottle,7,7,8
00000068.jpg,Water Bottle,water_bottle,6,6,7
00004181.jpg,Beer Bottles,beer_bottles,7,7,8
00001457.jpg,Soda Bottle,soda_bottle,5,7,8
00003047.jpg,Water Bottle,water_bottle,5,6,8
00000092.jpg,Wine Bottle,wine_bottle,5,7,8
00003112.jpg,Wine Bottle,wine_bottle,8,9,8
00004346.jpg,Plastic Bottles,plastic_bottles,5,7,9
00000559.jpg,Water Bottle,water_bottle,9,6,7
00000516.jpg,Wine Bottle,wine_bottle,8,8,9
00002356.jpg,Beer Bottles,beer_bottles,8,8,8
00004845.jpg,Beer Bottles,beer_bottles,7,8,6
00004825.jpg,Wine Bottle,wine_bottle,7,6,8
00004948.jpg,Water Bottle,water_bottle,7,8,7
00002824.jpg,Plastic Bottles,plastic_bottles,6,9,6
00002303.jpg,Wine Bottle,wine_bottle,8,9,9
00000446.jpg,Beer Bottles,beer_bottles,8,9,7
00003514.jpg,Wine Bottle,wine_bottle,9,7,7
00001068.jpg,Beer Bottles,beer_bottles,9,7,6
00002223.jpg,Beer Bottles,beer_bottles,9,8,8
00001642.jpg,Beer Bottles,beer_bottles,7,9,9
00004764.jpg,Water Bottle,water_bottle,8,7,7
00002880.jpg,Beer Bottles,beer_bottles,8,7,8
00003060.jpg,Plastic Bottles,plastic_bottles,9,8,7
00001974.jpg,Beer Bottles,beer_bottles,8,9,8
00002138.jpg,Wine Bottle,wine_bottle,5,8,8
00002281.jpg,Beer Bottles,beer_bottles,6,7,9
00002045.jpg,Beer Bottles,beer_bottles,5,8,9
00001832.jpg,Soda Bottle,soda_bottle,7,9,8
